Portsmouth,NH,23,1,4,,,Ttest AVL and BST,Ttest AVL and Splay,Ttest Splay and BST
West Hyannisport,MA,13,17,12,,,,,
West Yarmouth,MA,11,17,11,,,,,
Yarmouth Port,MA,19,20,13,,,,,
Assonet,MA,63,8,13,,,,,
Attleboro,MA,32,10,11,,,,,
Chartley,MA,24,18,13,,,,,
Cuttyhunk,MA,26,17,13,,,,,
Dartmouth,MA,17,20,9,,,,,
Dighton,MA,16,21,10,,,,,
East Freetown,MA,13,21,12,,,,,
East Taunton,MA,14,20,12,,,,,
Fairhaven,MA,20,21,7,,,,,
Fall River,MA,13,22,8,,,,,
Fall River,MA,1,22,8,,,,,
Fall River,MA,1,22,8,,,,,
Fall River,MA,1,22,8,,,,,
Fall River,MA,1,22,8,,,,,
Somerset,MA,23,9,8,,,,,
Somerset,MA,1,9,8,,,,,
Marion,MA,28,15,8,,,,,
Mattapoisett,MA,13,16,14,,,,,
New Bedford,MA,23,16,11,,,,,
New Bedford,MA,1,16,11,,,,,
New Bedford,MA,1,16,11,,,,,
Acushnet,MA,30,6,9,,,,,
New Bedford,MA,2,16,11,,,,,
New Bedford,MA,1,16,11,,,,,
New Bedford,MA,1,16,11,,,,,
North Dartmouth,MA,14,17,12,,,,,
South Dartmouth,MA,11,11,12,,,,,
North Attleboro,MA,18,16,12,,,,,
North Attleboro,MA,1,16,12,,,,,
Plainville,MA,23,15,10,,,,,
Attleboro Falls,MA,17,11,15,,,,,
North Dighton,MA,9,18,15,,,,,
Norton,MA,21,15,13,,,,,
Raynham,MA,21,8,16,,,,,
Raynham Center,MA,9,9,8,,,,,
Rehoboth,MA,23,8,6,,,,,
Rochester,MA,17,8,9,,,,,
Seekonk,MA,15,10,10,,,,,
Swansea,MA,30,13,5,,,,,
Berkley,MA,33,11,6,,,,,
Taunton,MA,25,14,6,,,,,
Taunton,MA,1,14,6,,,,,
Westport,MA,19,17,11,,,,,
Westport Point,MA,12,18,13,,,,,
Adamsville,RI,24,5,16,,,,,
Albion,RI,18,7,13,,,,,
Ashaway,RI,16,11,12,,,,,
Barrington,RI,24,8,12,,,,,
Block Island,RI,29,10,11,,,,,
Bradford,RI,24,13,12,,,,,
Bristol,RI,21,15,13,,,,,
Carolina,RI,23,16,10,,,,,
Charlestown,RI,17,17,10,,,,,
Chepachet,RI,18,18,13,,,,,
Clayville,RI,14,17,10,,,,,
Coventry,RI,18,18,14,,,,,
West Greenwich,RI,16,16,13,,,,,
East Greenwich,RI,24,22,13,,,,,
Exeter,RI,20,22,15,,,,,
Fiskeville,RI,14,20,11,,,,,
Forestdale,RI,11,22,15,,,,,
Foster,RI,11,23,13,,,,,
Glendale,RI,17,20,7,,,,,
Greene,RI,17,24,15,,,,,
Greenville,RI,20,24,15,,,,,
Harmony,RI,20,25,13,,,,,
Harrisville,RI,22,26,8,,,,,
Hope,RI,19,7,15,,,,,
Hope Valley,RI,13,8,14,,,,,
Hopkinton,RI,12,8,12,,,,,
Jamestown,RI,18,12,13,,,,,
Kenyon,RI,16,11,8,,,,,
Little Compton,RI,19,11,12,,,,,
Manville,RI,14,16,11,,,,,
Mapleville,RI,14,17,14,,,,,
Newport,RI,17,17,10,,,,,
Newport,RI,1,17,10,,,,,
Middletown,RI,27,13,10,,,,,
North Kingstown,RI,25,14,8,,,,,
North Kingstown,RI,1,14,8,,,,,
North Scituate,RI,11,17,14,,,,,
Oakland,RI,19,16,11,,,,,
Pascoag,RI,19,18,10,,,,,
Pawtucket,RI,11,19,10,,,,,
Pawtucket,RI,1,19,10,,,,,
Pawtucket,RI,1,19,10,,,,,
Central Falls,RI,40,18,16,,,,,
Cumberland,RI,29,19,11,,,,,
Lincoln,RI,16,12,15,,,,,
Portsmouth,RI,24,6,14,,,,,
Prudence Island,RI,14,8,13,,,,,
Rockville,RI,21,8,10,,,,,
Saunderstown,RI,13,7,14,,,,,
Shannock,RI,17,11,10,,,,,
Slatersville,RI,21,10,8,,,,,
Slocum,RI,11,11,13,,,,,
Tiverton,RI,28,13,9,,,,,
Wakefield,RI,21,14,15,,,,,
Wakefield,RI,1,14,15,,,,,
Kingston,RI,26,11,13,,,,,
Narragansett,RI,26,17,10,,,,,
Peace Dale,RI,14,20,14,,,,,
Warren,RI,18,13,11,,,,,
Warwick,RI,10,18,14,,,,,
Warwick,RI,1,18,14,,,,,
Warwick,RI,1,18,14,,,,,
Warwick,RI,1,18,14,,,,,
Westerly,RI,14,17,15,,,,,
West Kingston,RI,15,18,11,,,,,
West Warwick,RI,8,18,12,,,,,
Wood River Junction,RI,20,24,10,,,,,
Woonsocket,RI,12,22,10,,,,,
North Smithfield,RI,18,18,13,,,,,
Wyoming,RI,20,21,7,,,,,
Providence,RI,21,8,14,,,,,
Providence,RI,1,8,14,,,,,
Providence,RI,1,8,14,,,,,
Providence,RI,1,8,14,,,,,
Providence,RI,1,8,14,,,,,
Providence,RI,1,8,14,,,,,
Providence,RI,1,8,14,,,,,
Providence,RI,1,8,14,,,,,
Providence,RI,1,8,14,,,,,
Cranston,RI,23,20,9,,,,,
North Providence,RI,13,16,11,,,,,
Providence,RI,3,8,14,,,,,
East Providence,RI,22,20,13,,,,,
Riverside,RI,23,6,10,,,,,
Rumford,RI,23,6,9,,,,,
Smithfield,RI,22,12,6,,,,,
Providence,RI,4,8,14,,,,,
Johnston,RI,26,12,8,,,,,
Cranston,RI,3,20,9,,,,,
Cranston,RI,1,20,9,,,,,
Providence,RI,4,8,14,,,,,
Amherst,NH,23,10,14,,,,,
Auburn,NH,18,11,16,,,,,
Brookline,NH,15,16,13,,,,,
Candia,NH,14,19,8,,,,,
Chester,NH,19,12,11,,,,,
Deerfield,NH,24,22,15,,,,,
Derry,NH,17,22,11,,,,,
East Candia,NH,12,22,13,,,,,
East Derry,NH,9,22,14,,,,,
Epping,NH,20,19,15,,,,,
Francestown,NH,16,21,13,,,,,
Fremont,NH,18,21,4,,,,,
Goffstown,NH,17,20,10,,,,,
Greenfield,NH,13,25,15,,,,,
Greenville,NH,12,26,10,,,,,
Hollis,NH,20,29,9,,,,,
Hudson,NH,16,9,15,,,,,
Litchfield,NH,21,12,10,,,,,
Londonderry,NH,28,10,9,,,,,
Merrimack,NH,18,17,14,,,,,
Milford,NH,17,12,12,,,,,
Mont Vernon,NH,14,12,14,,,,,
Nashua,NH,18,18,11,,,,,
Nashua,NH,1,18,11,,,,,
Nashua,NH,1,18,11,,,,,
Nashua,NH,1,18,11,,,,,
Nashua,NH,1,18,11,,,,,
New Boston,NH,12,17,14,,,,,
New Ipswich,NH,15,14,7,,,,,
North Salem,NH,13,16,13,,,,,
Pelham,NH,25,21,9,,,,,
Raymond,NH,14,10,13,,,,,
Salem,NH,14,8,14,,,,,
Lyndeborough,NH,27,13,13,,,,,
Temple,NH,20,15,14,,,,,
Wilton,NH,25,23,11,,,,,
Windham,NH,17,22,13,,,,,
Manchester,NH,22,17,15,,,,,
Manchester,NH,1,17,15,,,,,
Manchester,NH,1,17,15,,,,,
Manchester,NH,1,17,15,,,,,
Manchester,NH,1,17,15,,,,,
Hooksett,NH,17,9,11,,,,,
Manchester,NH,3,17,15,,,,,
Manchester,NH,1,17,15,,,,,
Manchester,NH,1,17,15,,,,,
Bedford,NH,31,9,11,,,,,
Manchester,NH,3,17,15,,,,,
Waterville Valley,NH,20,19,14,,,,,
Andover,NH,22,12,15,,,,,
Ashland,NH,14,9,17,,,,,
Barnstead,NH,10,11,16,,,,,
Belmont,NH,24,12,13,,,,,
Bradford,NH,17,14,14,,,,,
Bristol,NH,16,16,12,,,,,
Campton,NH,18,20,12,,,,,
Canterbury,NH,12,20,15,,,,,
Center Barnstead,NH,16,18,13,,,,,
Center Harbor,NH,13,19,7,,,,,
Center Sandwich,NH,12,20,11,,,,,
Contoocook,NH,21,17,11,,,,,
Danbury,NH,18,19,10,,,,,
East Andover,NH,23,24,9,,,,,
East Hebron,NH,12,23,8,,,,,
Elkins,NH,21,20,14,,,,,
Epsom,NH,14,20,10,,,,,
Franklin,NH,13,22,10,,,,,
Gilmanton,NH,26,19,14,,,,,
Glencliff,NH,15,20,10,,,,,
Grafton,NH,19,20,10,,,,,
Hebron,NH,23,28,12,,,,,
Henniker,NH,16,29,7,,,,,
Hill,NH,21,30,13,,,,,
Hillsboro,NH,11,31,10,,,,,
Holderness,NH,12,28,14,,,,,
Laconia,NH,26,12,14,,,,,
Laconia,NH,1,12,14,,,,,
Lincoln,NH,8,13,14,,,,,
Lochmere,NH,19,11,8,,,,,
Meredith,NH,27,18,10,,,,,
Moultonborough,NH,26,17,8,,,,,
Newbury,NH,13,15,14,,,,,
New Hampton,NH,13,15,9,,,,,
New London,NH,14,15,9,,,,,
North Sandwich,NH,11,17,15,,,,,
North Sutton,NH,16,19,13,,,,,
Northwood,NH,12,16,10,,,,,
North Woodstock,NH,13,14,14,,,,,
Pittsfield,NH,18,15,15,,,,,
Plymouth,NH,11,16,15,,,,,
Rumney,NH,13,7,15,,,,,
Salisbury,NH,14,8,9,,,,,
Sanbornton,NH,20,9,12,,,,,
South Newbury,NH,17,10,12,,,,,
South Sutton,NH,17,10,10,,,,,
Stinson Lake,NH,13,10,11,,,,,
Suncook,NH,19,12,14,,,,,
Tilton,NH,14,14,10,,,,,
Warner,NH,11,12,12,,,,,
Warren,NH,8,14,12,,,,,
Washington,NH,15,19,14,,,,,
Weare,NH,20,17,8,,,,,
Wentworth,NH,15,18,10,,,,,
Springfield,NH,22,11,11,,,,,
Wilmot,NH,18,24,13,,,,,
Winnisquam,NH,20,24,8,,,,,
Nottingham,NH,31,16,11,,,,,
West Nottingham,NH,20,19,9,,,,,
Woodstock,NH,18,24,12,,,,,
Tilton,NH,12,14,10,,,,,
Tilton,NH,1,14,10,,,,,
Concord,NH,43,18,8,,,,,
Concord,NH,1,18,8,,,,,
Concord,NH,1,18,8,,,,,
Bow,NH,24,13,13,,,,,
Concord,NH,2,18,8,,,,,
Loudon,NH,22,10,13,,,,,
Keene,NH,25,13,7,,,,,
Keene,NH,1,13,7,,,,,
Antrim,NH,23,13,13,,,,,
Ashuelot,NH,18,9,15,,,,,
Bennington,NH,18,13,16,,,,,
Chesterfield,NH,14,14,15,,,,,
Dublin,NH,32,21,9,,,,,
Sullivan,NH,23,13,9,,,,,
Swanzey,NH,15,15,11,,,,,
Fitzwilliam,NH,23,19,12,,,,,
Gilsum,NH,14,21,11,,,,,
Hancock,NH,25,25,12,,,,,
Harrisville,NH,13,27,12,,,,,
Hinsdale,NH,16,28,15,,,,,
Jaffrey,NH,18,12,14,,,,,
Marlborough,NH,24,16,9,,,,,
Marlow,NH,15,17,15,,,,,
Munsonville,NH,25,18,12,,,,,
Peterborough,NH,24,17,11,,,,,
Rindge,NH,26,7,8,,,,,
Spofford,NH,12,9,8,,,,,
Stoddard,NH,16,14,10,,,,,
Troy,NH,26,13,15,,,,,
West Chesterfield,NH,16,17,13,,,,,
Westmoreland,NH,21,17,14,,,,,
West Peterborough,NH,16,20,11,,,,,
West Swanzey,NH,11,19,11,,,,,
Winchester,NH,11,23,13,,,,,
Littleton,NH,25,12,15,,,,,
Berlin,NH,22,11,15,,,,,
Bethlehem,NH,22,13,14,,,,,
Bretton Woods,NH,21,15,15,,,,,
Colebrook,NH,24,17,14,,,,,
Errol,NH,14,21,14,,,,,
Franconia,NH,13,22,13,,,,,
Gorham,NH,23,21,11,,,,,
Groveton,NH,24,25,9,,,,,
Jefferson,NH,14,13,14,,,,,
Lancaster,NH,18,10,16,,,,,
Lisbon,NH,16,13,14,,,,,
Meadows,NH,29,16,12,,,,,
Milan,NH,16,14,9,,,,,
Mount Washington,NH,16,19,10,,,,,
North Stratford,NH,16,20,11,,,,,
Pittsburg,NH,15,17,13,,,,,
Twin Mountain,NH,20,12,15,,,,,
West Stewartstown,NH,9,17,13,,,,,
Whitefield,NH,22,18,16,,,,,
Acworth,NH,36,7,15,,,,,
Alstead,NH,30,7,12,,,,,
Charlestown,NH,18,18,13,,,,,
Drewsville,NH,23,21,10,,,,,
Lempster,NH,22,10,8,,,,,
South Acworth,NH,26,7,12,,,,,
Walpole,NH,14,12,13,,,,,
North Walpole,NH,17,15,11,,,,,
Bath,NH,32,9,8,,,,,
Canaan,NH,22,21,14,,,,,
Claremont,NH,23,18,7,,,,,
Cornish,NH,30,17,7,,,,,
Cornish Flat,NH,13,18,13,,,,,
Enfield,NH,22,20,9,,,,,
Enfield Center,NH,11,21,14,,,,,
Etna,NH,23,20,14,,,,,
Georges Mills,NH,13,20,8,,,,,
Goshen,NH,14,20,15,,,,,
Grantham,NH,20,20,13,,,,,
Guild,NH,15,26,15,,,,,
Hanover,NH,12,25,9,,,,,
Lebanon,NH,16,10,12,,,,,
Haverhill,NH,17,26,14,,,,,
Lebanon,NH,2,10,12,,,,,
Lyme,NH,22,14,10,,,,,
Lyme Center,NH,11,15,15,,,,,
Meriden,NH,18,19,13,,,,,
Monroe,NH,19,12,15,,,,,
Newport,NH,19,18,14,,,,,
North Haverhill,NH,16,15,14,,,,,
Orford,NH,25,16,14,,,,,
Piermont,NH,15,17,10,,,,,
Pike,NH,16,18,11,,,,,
Plainfield,NH,15,16,15,,,,,
Sunapee,NH,16,14,11,,,,,
West Lebanon,NH,13,19,13,,,,,
Woodsville,NH,12,25,12,,,,,
Portsmouth,NH,14,1,4,,,,,
Portsmouth,NH,1,1,4,,,,,
Portsmouth,NH,1,1,4,,,,,
Portsmouth,NH,1,1,4,,,,,
Rollinsford,NH,18,9,8,,,,,
Alton,NH,41,8,9,,,,,
Alton Bay,NH,10,9,14,,,,,
Atkinson,NH,29,12,14,,,,,
Bartlett,NH,23,10,10,,,,,
Center Conway,NH,15,20,14,,,,,
Center Ossipee,NH,14,21,12,,,,,
Center Strafford,NH,11,21,14,,,,,
Center Tuftonboro,NH,6,22,13,,,,,
Chocorua,NH,19,19,10,,,,,
Conway,NH,13,19,13,,,,,
Danville,NH,21,21,14,,,,,
Dover,NH,14,22,14,,,,,
Dover,NH,1,22,14,,,,,
Dover,NH,1,22,14,,,,,
Durham,NH,19,23,15,,,,,
Barrington,NH,20,9,14,,,,,
East Hampstead,NH,13,24,9,,,,,
East Kingston,NH,12,24,10,,,,,
East Wakefield,NH,15,19,11,,,,,
Eaton Center,NH,13,20,10,,,,,
Exeter,NH,14,23,11,,,,,
Farmington,NH,14,21,13,,,,,
Freedom,NH,15,23,14,,,,,
Gilmanton Iron Works,NH,19,20,10,,,,,
Glen,NH,18,22,12,,,,,
Rochester,NH,16,9,15,,,,,
Greenland,NH,16,27,11,,,,,
Hampstead,NH,15,26,12,,,,,
Hampton,NH,10,27,8,,,,,
Hampton,NH,1,27,8,,,,,
Hampton Falls,NH,4,28,14,,,,,
Intervale,NH,29,11,11,,,,,
Jackson,NH,16,13,9,,,,,
Kearsarge,NH,17,14,15,,,,,
Kingston,NH,13,12,15,,,,,
Madison,NH,24,15,7,,,,,
Melvin Village,NH,23,18,12,,,,,
Milton,NH,19,16,14,,,,,
Milton Mills,NH,8,17,11,,,,,
Mirror Lake,NH,20,16,10,,,,,
New Castle,NH,20,16,9,,,,,
New Durham,NH,11,17,8,,,,,
Newfields,NH,20,19,14,,,,,
Newmarket,NH,11,20,9,,,,,
Newton,NH,18,17,14,,,,,
Newton Junction,NH,10,19,14,,,,,
North Conway,NH,14,18,14,,,,,
North Hampton,NH,11,14,15,,,,,
Ossipee,NH,21,17,15,,,,,
Plaistow,NH,11,16,16,,,,,
Rochester,NH,3,9,15,,,,,
Rochester,NH,1,9,15,,,,,
Rochester,NH,1,9,15,,,,,
Rollinsford,NH,2,9,8,,,,,
Rye,NH,20,9,10,,,,,
Rye Beach,NH,7,10,14,,,,,
Sanbornville,NH,13,10,16,,,,,
Sandown,NH,9,8,16,,,,,
Seabrook,NH,19,11,12,,,,,
Silver Lake,NH,16,11,15,,,,,
Somersworth,NH,12,10,13,,,,,
South Effingham,NH,15,10,12,,,,,
South Tamworth,NH,11,11,13,,,,,
Strafford,NH,17,12,10,,,,,
Stratham,NH,12,13,6,,,,,
Tamworth,NH,23,16,10,,,,,
Union,NH,23,11,8,,,,,
West Ossipee,NH,11,21,15,,,,,
Wolfeboro,NH,16,25,9,,,,,
Wolfeboro Falls,NH,10,26,13,,,,,
Wonalancet,NH,13,26,13,,,,,
Berwick,ME,88,14,12,,,,,
Cape Neddick,ME,59,18,15,,,,,
Eliot,ME,31,21,10,,,,,
Kittery,ME,21,13,9,,,,,
Kittery Point,ME,10,14,16,,,,,
North Berwick,ME,19,17,14,,,,,
Ogunquit,ME,27,17,6,,,,,
South Berwick,ME,15,10,10,,,,,
York,ME,18,21,13,,,,,
York Beach,ME,12,22,14,,,,,
York Harbor,ME,5,23,11,,,,,
Acton,ME,25,7,14,,,,,
Alfred,ME,28,8,10,,,,,
Bailey Island,ME,22,11,12,,,,,
Bar Mills,ME,17,11,10,,,,,
Biddeford,ME,19,13,12,,,,,
Biddeford Pool,ME,9,14,16,,,,,
Biddeford,ME,2,13,12,,,,,
Bowdoinham,ME,20,14,12,,,,,
Bridgton,ME,18,14,11,,,,,
Brownfield,ME,16,17,9,,,,,
Brunswick,ME,18,18,8,,,,,
Bustins Island,ME,20,18,10,,,,,
Cape Porpoise,ME,20,19,12,,,,,
Casco,ME,19,17,11,,,,,
Center Lovell,ME,11,22,13,,,,,
Chebeague Island,ME,26,18,15,,,,,
Cliff Island,ME,20,18,13,,,,,
Cornish,ME,8,19,14,,,,,
Cumberland Center,ME,13,21,10,,,,,
Denmark,ME,22,23,11,,,,,
East Baldwin,ME,12,25,12,,,,,
Lebanon,ME,18,11,16,,,,,
East Parsonfield,ME,15,19,12,,,,,
Sebago,ME,19,12,9,,,,,
East Waterboro,ME,12,21,13,,,,,
Freeport,ME,18,24,10,,,,,
Freeport,ME,1,24,10,,,,,
Freeport,ME,1,24,10,,,,,
Fryeburg,ME,16,22,12,,,,,
Gorham,ME,16,22,13,,,,,
Gray,ME,17,22,9,,,,,
Harrison,ME,21,28,10,,,,,
Hiram,ME,17,29,12,,,,,
Hollis Center,ME,13,30,16,,,,,
Kennebunk,ME,18,14,15,,,,,
Kennebunkport,ME,8,15,9,,,,,
Parsonsfield,ME,30,19,12,,,,,
Limerick,ME,30,13,11,,,,,
Limington,ME,11,14,13,,,,,
Long Island,ME,21,11,13,,,,,
Lovell,ME,14,11,8,,,,,
Merepoint,ME,14,20,13,,,,,
Moody,ME,22,18,12,,,,,
Naples,ME,17,18,13,,,,,
Newfield,ME,17,20,10,,,,,
North Bridgton,ME,16,16,14,,,,,
North Waterboro,ME,15,16,15,,,,,
Windham,ME,17,24,14,,,,,
Ocean Park,ME,9,18,12,,,,,
Old Orchard Beach,ME,16,18,10,,,,,
Orrs Island,ME,18,18,11,,,,,
Porter,ME,24,17,12,,,,,
Pownal,ME,25,7,9,,,,,
Scarborough,ME,18,9,10,,,,,
Raymond,ME,15,11,12,,,,,
Saco,ME,17,10,11,,,,,
Sanford,ME,19,8,11,,,,,
Scarborough,ME,2,9,10,,,,,
Sebago Lake,ME,7,13,15,,,,,
Shapleigh,ME,15,12,12,,,,,
South Casco,ME,11,11,12,,,,,
South Freeport,ME,18,9,12,,,,,
Harpswell,ME,44,29,12,,,,,
South Waterford,ME,13,10,12,,,,,
South Windham,ME,12,11,12,,,,,
Springvale,ME,18,12,9,,,,,
Standish,ME,11,13,4,,,,,
Steep Falls,ME,18,14,9,,,,,
Topsham,ME,16,13,14,,,,,
Waterboro,ME,22,20,12,,,,,
Waterford,ME,14,21,10,,,,,
Wells,ME,16,18,10,,,,,
West Baldwin,ME,10,19,13,,,,,
Westbrook,ME,19,18,10,,,,,
West Buxton,ME,12,17,11,,,,,
West Kennebunk,ME,11,19,14,,,,,
West Newfield,ME,13,19,13,,,,,
Yarmouth,ME,11,23,12,,,,,
North Yarmouth,ME,34,15,13,,,,,
Westbrook,ME,4,18,10,,,,,
Portland,ME,27,18,12,,,,,
Portland,ME,1,18,12,,,,,
Portland,ME,1,18,12,,,,,
Portland,ME,1,18,12,,,,,
Falmouth,ME,25,22,9,,,,,
South Portland,ME,21,11,13,,,,,
Cape Elizabeth,ME,25,19,9,,,,,
Peaks Island,ME,24,22,11,,,,,
Portland,ME,3,18,12,,,,,
Cumberland Foreside,ME,16,22,13,,,,,
Portland,ME,2,18,12,,,,,
South Portland,ME,2,11,13,,,,,
Portland,ME,2,18,12,,,,,
Portland,ME,1,18,12,,,,,
Portland,ME,1,18,12,,,,,
Auburn,ME,23,12,13,,,,,
Auburn,ME,1,12,13,,,,,
Auburn,ME,1,12,13,,,,,
Andover,ME,12,13,15,,,,,
Bethel,ME,19,15,11,,,,,
Bryant Pond,ME,14,19,13,,,,,
Buckfield,ME,17,16,11,,,,,
Canton,ME,14,20,16,,,,,
Durham,ME,17,24,13,,,,,
Danville,ME,9,22,13,,,,,
Dixfield,ME,13,22,9,,,,,
Dryden,ME,16,22,12,,,,,
East Andover,ME,13,25,14,,,,,
East Dixfield,ME,13,23,13,,,,,
East Livermore,ME,10,25,12,,,,,
East Poland,ME,11,20,12,,,,,
Stoneham,ME,20,14,14,,,,,
East Wilton,ME,14,22,12,,,,,
Greene,ME,20,25,14,,,,,
Hanover,ME,14,26,13,,,,,
Hebron,ME,25,29,14,,,,,
Jay,ME,28,13,13,,,,,
Lewiston,ME,20,13,10,,,,,
Lewiston,ME,1,13,10,,,,,
Lewiston,ME,1,13,10,,,,,
Lisbon,ME,15,14,11,,,,,
Lisbon Falls,ME,9,15,13,,,,,
Livermore,ME,16,13,12,,,,,
Livermore Falls,ME,8,14,13,,,,,
Locke Mills,ME,11,12,14,,,,,
Mechanic Falls,ME,18,17,10,,,,,
Mexico,ME,24,17,8,,,,,
Minot,ME,13,17,13,,,,,
Monmouth,ME,11,17,15,,,,,
New Gloucester,ME,16,18,11,,,,,
Newry,ME,14,18,13,,,,,
North Jay,ME,17,16,14,,,,,
Leeds,ME,25,10,14,,,,,
North Monmouth,ME,19,14,12,,,,,
North Turner,ME,8,17,14,,,,,
North Waterford,ME,6,17,13,,,,,
Norway,ME,14,16,13,,,,,
Oxford,ME,16,15,13,,,,,
Paris,ME,18,20,9,,,,,
Poland,ME,22,18,11,,,,,
Roxbury,ME,28,7,11,,,,,
Rumford,ME,16,7,15,,,,,
Rumford Center,ME,6,8,14,,,,,
Sabattus,ME,14,11,13,,,,,
South Paris,ME,9,12,11,,,,,
Turner,ME,19,13,14,,,,,
Turner Center,ME,11,14,8,,,,,
Wayne,ME,22,18,10,,,,,
Weld,ME,15,18,12,,,,,
West Bethel,ME,13,18,12,,,,,
Bowdoin,ME,47,15,15,,,,,
West Minot,ME,15,17,13,,,,,
West Paris,ME,9,22,12,,,,,
Peru,ME,29,18,10,,,,,
West Poland,ME,16,21,10,,,,,
Sumner,ME,27,15,9,,,,,
Wilton,ME,19,25,13,,,,,
Augusta,ME,21,12,12,,,,,
Augusta,ME,1,12,12,,,,,
Augusta,ME,1,12,12,,,,,
Augusta,ME,1,12,12,,,,,
Augusta,ME,1,12,12,,,,,
Coopers Mills,ME,36,20,10,,,,,
Dresden,ME,21,22,14,,,,,
East Winthrop,ME,15,23,12,,,,,
Farmingdale,ME,18,23,11,,,,,
Gardiner,ME,18,23,11,,,,,
Randolph,ME,26,12,9,,,,,
Hallowell,ME,24,24,11,,,,,
Jefferson,ME,14,14,13,,,,,
Kents Hill,ME,17,16,12,,,,,
Litchfield,ME,20,14,15,,,,,
Manchester,ME,18,18,12,,,,,
Mount Vernon,ME,18,20,11,,,,,
Whitefield,ME,16,19,11,,,,,
Palermo,ME,21,16,11,,,,,
Readfield,ME,23,9,15,,,,,
Richmond,ME,16,8,16,,,,,
South China,ME,17,12,13,,,,,
South Gardiner,ME,9,10,11,,,,,
Vienna,ME,29,13,5,,,,,
Windsor,ME,19,25,14,,,,,
Winthrop,ME,12,24,11,,,,,
Bangor,ME,35,12,13,,,,,
Bangor,ME,1,12,13,,,,,
Abbot,ME,17,8,12,,,,,
Aurora,ME,16,13,11,,,,,
Bradford,ME,24,15,11,,,,,
Bradley,ME,22,14,10,,,,,
Brewer,ME,12,16,11,,,,,
Brookton,ME,19,18,14,,,,,
Brownville,ME,13,19,14,,,,,
Brownville Junction,ME,6,20,10,,,,,
Bucksport,ME,18,16,12,,,,,
Burlington,ME,14,19,8,,,,,
Cardville,ME,19,20,11,,,,,
Carmel,ME,16,17,11,,,,,
Castine,ME,16,18,11,,,,,
Castine,ME,1,18,11,,,,,
Charleston,ME,18,17,11,,,,,
Costigan,ME,19,18,8,,,,,
Danforth,ME,12,20,15,,,,,
Dover Foxcroft,ME,16,22,15,,,,,
Corinth,ME,19,21,12,,,,,
Eddington,ME,24,21,14,,,,,
Holden,ME,16,29,17,,,,,
East Millinocket,ME,21,19,11,,,,,
East Orland,ME,10,20,12,,,,,
Etna,ME,18,21,10,,,,,
Exeter,ME,10,24,13,,,,,
Frankfort,ME,18,23,13,,,,,
Greenville,ME,19,28,14,,,,,
Greenville Junction,ME,10,29,11,,,,,
Guilford,ME,9,27,11,,,,,
Hampden,ME,11,27,14,,,,,
Howland,ME,23,7,15,,,,,
Hudson,ME,8,10,15,,,,,
Kenduskeag,ME,21,15,15,,,,,
Kingman,ME,18,12,15,,,,,
Lagrange,ME,23,13,9,,,,,
Lambert Lake,ME,22,11,11,,,,,
Lee,ME,11,9,15,,,,,
Levant,ME,16,9,13,,,,,
Lincoln,ME,13,14,15,,,,,
Mattawamkeag,ME,22,17,10,,,,,
Medway,ME,15,18,15,,,,,
Milford,ME,13,13,14,,,,,
Millinocket,ME,12,15,9,,,,,
Milo,ME,13,18,10,,,,,
Monson,ME,12,13,15,,,,,
Olamon,ME,17,19,11,,,,,
Old Town,ME,17,19,14,,,,,
Orono,ME,14,19,12,,,,,
Orient,ME,11,17,10,,,,,
Orland,ME,11,18,12,,,,,
Orono,ME,2,19,12,,,,,
Orrington,ME,8,20,15,,,,,
Passadumkeag,ME,21,20,15,,,,,
Penobscot,ME,16,20,13,,,,,
Rockwood,ME,21,10,11,,,,,
Sangerville,ME,18,9,13,,,,,
Sebec,ME,16,13,13,,,,,
Shirley Mills,ME,20,10,10,,,,,
Springfield,ME,21,12,13,,,,,
Stetson,ME,18,11,14,,,,,
Stillwater,ME,12,11,12,,,,,
Topsfield,ME,10,14,15,,,,,
Vanceboro,ME,22,14,10,,,,,
Waite,ME,19,15,11,,,,,
West Enfield,ME,17,17,12,,,,,
Winn,ME,8,26,14,,,,,
Winterport,ME,8,25,13,,,,,
Wytopitlock,ME,11,22,12,,,,,
Bath,ME,87,11,12,,,,,
Alna,ME,18,8,12,,,,,
Bayville,ME,57,10,12,,,,,
Boothbay,ME,37,13,13,,,,,
Boothbay Harbor,ME,11,14,16,,,,,
Bristol,ME,21,17,15,,,,,
Chamberlain,ME,22,19,8,,,,,
Damariscotta,ME,22,20,12,,,,,
East Boothbay,ME,21,26,14,,,,,
Friendship,ME,25,23,10,,,,,
Georgetown,ME,17,20,10,,,,,
Isle Of Springs,ME,26,14,8,,,,,
Bremen,ME,22,16,10,,,,,
Newagen,ME,29,16,9,,,,,
Newcastle,ME,12,21,14,,,,,
New Harbor,ME,12,16,13,,,,,
Nobleboro,ME,23,18,14,,,,,
Edgecomb,ME,22,22,15,,,,,
Pemaquid,ME,18,22,11,,,,,
Phippsburg,ME,20,18,9,,,,,
Cushing,ME,25,18,10,,,,,
Round Pond,ME,18,8,16,,,,,
Sebasco Estates,ME,10,14,15,,,,,
Small Point,ME,20,13,9,,,,,
South Bristol,ME,12,11,11,,,,,
Squirrel Island,ME,18,14,8,,,,,
Trevett,ME,24,14,13,,,,,
Waldoboro,ME,20,15,13,,,,,
Walpole,ME,6,13,14,,,,,
